2625795	6
2625814	9
2625819	7
2625824	9
2625829	8
2625835	8
2625840	8
2625845	8
2625850	9
2625855	8
2625860	8
2625865	9
2625870	8
2625875	8
2625880	9
2625885	8
2625890	8
2625895	8
2625900	8
2625905	8
2625910	9
2625915	8
2625920	8
2625925	9
2625930	8
2625935	8
2625940	8
2625945	8
2625950	8
2625955	9
2625960	9
2625965	9
2625970	8
2625975	8
2625980	8
2625985	8
2625990	8
2625995	8
2626000	8
2626006	8
2626011	8
2626016	9
2626021	8
2626026	8
2626031	8
2626036	8
2626041	8
2626046	9
2626051	7
2626056	8
2626061	8
2626066	9
2626071	8
2626076	8
2626081	8
2626086	7
2626091	8
2626096	8
2626101	8
2626106	8
2626111	8
2626116	9
2626121	8
2626126	8
2626131	8
2626136	8
2626141	8
2626146	8
2626151	8
2626156	8
2626161	8
2626166	8
2626171	8
2626176	8
2626181	7
2626186	8
2626191	8
2626196	8
2626201	8
2626206	8
2626211	8
2626216	8
2626221	8
2626226	8
2626231	8
2626236	8
2626241	8
2626246	8
2626251	8
2626256	8
2626262	8
2626267	8
2626272	8
2626277	8
2626282	8
2626287	8
2626292	8
2626297	8
2626302	8
2626307	8
2626312	8
2626317	9
2626322	8
2626327	8
2626332	9
2626337	7
2626342	8
2626347	9
2626352	8
2626357	8
2626362	8
2626367	9
2626372	8
2626377	8
2626382	9
2626387	9
2626392	8
2626397	8
2626402	7
2626407	8
2626412	9
2626417	8
2626422	8
2626427	8
2626432	8
2626437	8
2626442	8
2626447	8
2626452	8
2626457	8
2626462	8
2626467	7
2626472	8
2626477	8
2626482	8
2626487	7
2626492	8
2626497	8
2626502	8
2626507	8
2626512	8
2626518	10
2626523	8
2626528	8
2626533	9
2626538	9
2626543	8
2626548	9
2626553	8
2626558	8
2626563	8
2626568	8
2626573	8
2626578	9
2626583	8
2626588	8
2626593	8
2626598	8
2626603	8
2626608	9
2626613	8
2626618	8
2626623	8
2626628	9
2626633	8
2626638	8
2626643	8
2626648	9
2626653	8
2626658	8
2626663	8
2626668	7
