1682783	19
1682802	19
1682807	17
1682812	16
1682817	15
1682822	15
1682827	16
1682832	16
1682837	16
1682842	16
1682847	16
1682852	16
1682857	16
1682862	16
1682867	15
1682872	16
1682877	15
1682882	14
1682887	15
1682892	15
1682897	16
1682902	17
1682907	16
1682912	16
1682917	16
1682922	15
1682927	15
1682932	16
1682937	16
1682942	16
1682947	16
1682952	15
1682957	15
1682962	15
1682967	16
1682972	15
1682977	15
1682982	15
1682987	14
1682992	15
1682997	15
1683002	15
1683007	15
1683012	15
1683017	16
1683022	14
1683027	14
1683032	14
1683037	15
1683042	15
1683047	15
1683052	15
1683057	15
1683062	15
1683067	16
1683072	14
1683077	15
1683082	15
1683087	15
1683092	15
1683097	15
1683102	14
1683107	16
1683112	16
1683117	16
1683122	17
1683127	16
1683132	16
1683137	16
1683142	16
1683147	16
1683152	17
1683158	16
1683163	16
1683168	16
1683173	16
1683178	15
1683183	15
1683188	16
1683193	16
1683198	17
1683203	15
1683208	16
1683213	16
1683218	16
1683223	15
1683228	16
1683233	18
1683238	16
1683243	16
1683248	15
1683253	15
1683258	16
1683263	16
1683268	15
1683273	16
1683278	16
1683283	15
1683288	17
1683293	16
1683298	16
1683303	16
1683308	16
1683313	14
1683318	16
1683323	16
1683328	16
1683333	17
1683338	16
1683343	17
1683348	17
1683353	17
1683358	16
1683363	16
1683368	16
1683373	16
1683378	16
1683383	16
1683388	16
1683393	16
1683398	15
1683403	16
1683408	16
1683414	16
1683419	17
1683424	15
1683429	15
1683434	15
1683439	16
1683444	16
1683449	20
1683454	17
1683459	16
1683464	17
1683469	17
1683474	17
1683479	17
1683484	16
1683489	16
1683494	17
1683499	16
1683504	16
1683509	17
1683514	15
1683519	14
1683524	15
1683529	15
1683534	15
1683539	16
1683544	16
1683549	16
1683554	15
1683559	15
1683564	15
1683569	14
1683574	14
1683579	14
1683584	15
1683589	15
1683594	16
1683599	15
1683604	16
1683609	16
1683614	15
1683619	15
1683624	14
1683629	16
1683634	16
1683639	16
1683644	15
1683649	15
1683654	16
1683659	19
1683664	17
1683670	17
1683675	17
1683680	15
1683685	16
1683690	16
1683695	16
1683700	16
1683705	15
1683710	16
1683715	16
1683720	16
1683725	16
1683730	17
1683735	17
1683740	16
1683745	16
1683750	17
1683755	16
1683760	17
1683765	16
1683770	16
1683775	16
1683780	16
1683785	15
1683790	14
1683795	15
1683800	15
1683805	15
1683810	15
1683815	15
1683820	16
1683825	15
1683830	16
1683835	15
1683840	15
1683845	14
1683850	16
1683855	16
1683860	16
1683865	16
1683870	15
1683875	17
1683880	17
1683885	17
1683890	16
1683895	16
1683900	15
1683905	15
1683910	16
1683915	16
1683920	16
1683926	17
1683931	16
1683936	16
1683941	16
1683946	16
1683951	16
1683956	17
1683961	16
1683966	16
1683971	16
1683976	16
1683981	16
1683986	17
1683991	16
1683996	17
1684001	17
1684006	16
1684011	17
1684016	16
1684021	16
1684026	16
1684031	16
1684036	16
1684041	17
1684046	16
1684051	16
1684056	16
1684061	16
1684066	15
1684071	15
1684076	14
1684081	15
1684086	15
1684091	16
1684096	15
1684101	15
1684106	15
1684111	15
1684116	15
1684121	15
1684126	14
1684131	16
1684136	15
1684141	16
1684146	15
1684151	16
1684156	14
1684161	15
1684166	16
1684171	16
1684176	15
1684182	16
1684187	16
1684192	16
1684197	16
1684202	16
