2167608	19
2167636	19
2167641	18
2167646	18
2167651	17
2167656	16
2167661	16
2167666	17
2167671	16
2167676	16
2167681	16
2167686	16
2167691	16
2167696	16
2167701	17
2167706	16
2167711	16
2167716	16
2167721	16
2167726	17
2167731	16
2167736	17
2167741	16
2167746	16
2167751	16
2167756	16
2167761	15
2167766	15
2167771	15
2167776	16
2167781	16
2167786	16
2167791	16
2167796	16
2167801	14
2167806	16
2167811	17
2167816	16
2167821	16
2167826	16
2167831	16
2167836	14
2167841	16
2167846	16
2167851	14
2167856	16
2167861	16
2167866	16
2167871	15
2167876	16
2167881	16
2167886	16
2167891	16
2167896	15
2167901	16
2167906	14
2167911	16
2167916	14
2167921	14
2167926	15
2167931	15
2167936	14
2167941	16
2167946	16
2167951	16
2167956	16
2167961	17
2167966	15
2167971	16
2167976	16
2167981	16
2167986	16
2167991	14
2167996	15
2168001	15
2168006	15
2168011	15
2168016	15
2168022	16
2168027	16
2168032	16
2168037	17
2168042	17
2168047	17
2168052	18
2168057	17
2168062	18
2168067	20
2168072	17
2168077	16
2168082	16
2168087	16
2168092	16
2168097	16
2168102	15
2168107	16
2168112	16
2168117	16
2168122	17
2168127	16
2168132	17
2168137	16
2168142	17
2168147	17
2168152	14
2168157	15
2168162	15
2168167	16
2168172	16
2168177	16
2168182	16
2168187	16
2168192	16
2168197	16
2168202	16
2168207	16
2168212	16
2168217	16
2168222	14
2168227	16
2168232	15
2168237	16
2168242	16
2168247	16
2168252	15
2168257	14
2168262	16
2168267	15
2168272	16
2168278	17
2168283	19
2168288	17
2168293	17
2168298	16
2168303	16
2168308	16
2168313	16
2168318	16
2168323	15
2168328	15
2168333	15
2168338	15
2168343	15
2168348	16
2168353	16
2168358	16
2168363	16
2168368	15
2168373	15
2168378	16
2168383	17
2168388	17
2168393	16
2168398	16
2168403	17
2168408	16
2168413	16
2168418	16
2168423	17
2168428	16
2168433	16
2168438	16
2168443	16
2168448	16
2168453	16
2168458	16
2168463	16
2168468	16
2168473	16
2168478	16
2168483	15
2168488	16
2168493	17
2168498	18
2168503	17
2168508	17
2168513	16
2168518	16
2168523	14
2168528	16
2168534	16
2168539	15
2168544	14
2168549	15
2168554	15
2168559	15
2168564	15
2168569	15
2168574	16
2168579	16
2168584	17
2168589	16
2168594	16
2168599	16
2168604	16
2168609	16
2168614	16
2168619	16
2168624	15
2168629	14
2168634	15
2168639	15
2168644	15
2168649	15
2168654	15
2168659	16
2168664	16
2168669	17
2168674	16
2168679	17
2168684	17
2168689	17
2168694	16
2168699	16
2168704	16
2168709	18
2168714	16
2168719	16
2168724	15
2168729	16
2168734	16
2168739	16
2168744	16
2168749	16
2168754	16
2168759	16
2168764	16
2168769	16
2168774	16
2168779	15
2168784	16
2168790	16
