1922923	20
1922934	18
1922939	20
1922944	17
1922949	17
1922954	17
1922959	16
1922964	15
1922969	15
1922974	16
1922979	15
1922984	16
1922989	16
1922994	15
1922999	15
1923004	15
1923009	16
1923014	15
1923019	16
1923024	16
1923030	16
1923035	16
1923040	16
1923045	17
1923050	16
1923055	15
1923060	16
1923065	17
1923070	16
1923075	15
1923080	16
1923085	16
1923090	16
1923095	15
1923100	17
1923105	16
1923110	16
1923115	15
1923120	16
1923125	16
1923130	16
1923135	16
1923140	16
1923145	16
1923150	16
1923155	17
1923160	16
1923165	16
1923170	16
1923175	16
1923180	16
1923185	16
1923190	16
1923195	15
1923200	14
1923205	15
1923210	14
1923215	16
1923220	16
1923225	15
1923230	16
1923235	16
1923240	16
1923245	15
1923250	16
1923255	17
1923260	16
1923265	15
1923270	16
1923275	16
1923280	16
1923286	16
1923291	16
1923296	14
1923301	15
1923306	16
1923311	16
1923316	16
1923321	16
1923326	16
1923331	16
1923336	16
1923341	16
1923346	16
1923351	14
1923356	16
1923361	17
1923366	18
1923371	17
1923376	15
1923381	15
1923386	16
1923391	15
1923396	15
1923401	16
1923406	16
1923411	15
1923416	15
1923421	16
1923426	16
1923431	15
1923436	16
1923441	16
1923446	15
1923451	15
1923456	15
1923461	16
1923466	16
1923471	15
1923476	16
1923481	16
1923486	15
1923491	15
1923496	17
1923501	16
1923506	16
1923511	16
1923516	16
1923521	16
1923526	15
1923531	16
1923536	16
1923542	16
1923547	14
1923552	16
1923557	16
1923562	15
1923567	16
1923572	16
1923577	15
1923582	18
1923587	16
1923592	16
1923597	16
1923602	15
1923607	16
1923612	16
1923617	15
1923622	16
1923627	15
1923632	15
1923637	16
1923642	15
1923647	16
1923652	16
1923657	15
1923662	16
1923667	16
1923672	16
1923677	16
1923682	16
1923687	16
1923692	16
1923697	16
1923702	16
1923707	16
1923712	16
1923717	15
1923722	16
1923727	16
1923732	16
1923737	16
1923742	16
1923747	14
1923752	15
1923757	15
1923762	15
1923767	16
1923772	15
1923777	15
