125 100 4 7 16
(2, 20, 12, 10.00), (code 3)
(3, 258, 7, 10.00), (code 6)
(4, 496, 3, 10.00), (code 5)
(5, 734, 12, 10.00), (code 4)
START
651665, 0, prem 1
651665, 0, 1
651790, 0, 1
651915, 0, 1
652040, 0, 1
652165, 0, 1
652290, 0, 1
652416, 0, 1
652541, 0, 1
652666, 0, 1
652791, 0, 1
652916, 0, 1
653041, 0, 1
653166, 0, 1
653291, 0, 1
653416, 0, 1
653541, 0, 1
653666, 0, 0
653791, 0, 0
653916, 0, 0
654041, 0, 0
654166, 0, 0
654291, 0, 0
654416, 0, 0
654541, 0, 0
654666, 0, 0
654791, 0, 0
654916, 0, 0
655041, 0, 0
655166, 0, 0
655291, 0, 0
655416, 0, 0
655541, 0, 0
655666, 0, prem 1
655666, 0, 1
655791, 0, 1
655916, 0, 1
656041, 0, 1
656166, 0, 1
656291, 0, 1
656416, 0, 1
656541, 0, 1
656666, 0, 1
656791, 0, 1
656916, 0, 1
657041, 0, 1
657166, 0, 1
657291, 0, 1
657416, 0, 1
657541, 0, 1
657666, 0, 0
657792, 0, 0
657917, 0, 0
658042, 0, 0
658167, 0, 0
658292, 0, 0
658417, 0, 0
658542, 0, 0
658667, 0, 0
658792, 0, 0
658917, 0, 0
659042, 0, 0
659167, 0, 0
659292, 0, 0
659417, 0, 0
659542, 0, 0
659667, 0, prem 1
659667, 0, 1
659792, 0, 1
659917, 0, 1
660042, 0, 1
660167, 0, 1
660292, 0, 1
660417, 0, 1
660542, 0, 1
660667, 0, 1
660792, 0, 1
660917, 0, 1
661042, 0, 1
661167, 0, 1
661292, 0, 1
661417, 0, 1
661542, 0, 1
661667, 0, 0
661792, 0, 0
661917, 0, 0
662042, 0, 0
662167, 0, 0
662292, 0, 0
662417, 0, 0
662542, 0, 0
662667, 0, 0
662792, 0, 0
662917, 0, 0
663042, 0, 0
663168, 0, 0
663293, 0, 0
663418, 0, 0
663543, 0, 0
663668, 0, prem 0
663668, 0, 0
663793, 0, 0
663918, 0, 0
664043, 0, 0
664168, 0, 0
664293, 0, 0
664418, 0, 0
664543, 0, 0
664668, 0, 0
664793, 0, 0
664918, 0, 0
665043, 0, 0
665168, 0, 0
665293, 0, 0
665418, 0, 0
665543, 0, 0
665668, 0, 1
665793, 0, 1
665918, 0, 1
666043, 0, 1
666168, 0, 1
666293, 0, 1
666418, 0, 1
666543, 0, 1
666668, 0, 1
666793, 0, 1
666918, 0, 1
667043, 0, 1
667168, 0, 1
667293, 0, 1
667418, 0, 1
667543, 0, 1
667668, 0, prem 1
667668, 0, 1
667793, 0, 1
667918, 0, 1
668043, 0, 1
668168, 0, 1
668293, 0, 1
668418, 0, 1
668544, 0, 1
668669, 0, 1
668794, 0, 1
668919, 0, 1
669044, 0, 1
669169, 0, 1
669294, 0, 1
669419, 0, 1
669544, 0, 1
669669, 0, 0
669794, 0, 0
669919, 0, 0
670044, 0, 0
670169, 0, 0
670294, 0, 0
670419, 0, 0
670544, 0, 0
670669, 0, 0
670794, 0, 0
670919, 0, 0
671044, 0, 0
671169, 0, 0
671294, 0, 0
671419, 0, 0
671544, 0, 0
671669, 0, prem 1
671669, 0, 1
671794, 0, 1
671919, 0, 1
672044, 0, 1
672169, 0, 1
672294, 0, 1
672419, 0, 1
672544, 0, 1
672669, 0, 1
672794, 0, 1
672919, 0, 1
673044, 0, 1
673169, 0, 1
673294, 0, 1
673419, 0, 1
673544, 0, 1
673669, 0, 0
673794, 0, 0
673920, 0, 0
674045, 0, 0
674170, 0, 0
674295, 0, 0
674420, 0, 0
674545, 0, 0
674670, 0, 0
674795, 0, 0
674920, 0, 0
675045, 0, 0
675170, 0, 0
675295, 0, 0
675420, 0, 0
675545, 0, 0
675670, 0, prem 1
675670, 0, 1
675795, 0, 1
675920, 0, 1
676045, 0, 1
676170, 0, 1
676295, 0, 1
676420, 0, 1
676545, 0, 1
676670, 0, 1
676795, 0, 1
676920, 0, 1
677045, 0, 1
677170, 0, 1
677295, 0, 1
677420, 0, 1
677545, 0, 1
677670, 0, 0
677795, 0, 0
677920, 0, 0
678045, 0, 0
678170, 0, 0
678295, 0, 0
678420, 0, 0
678545, 0, 0
678670, 0, 0
678795, 0, 0
678920, 0, 0
679045, 0, 0
679170, 0, 0
679296, 0, 0
679421, 0, 0
679546, 0, 0
679671, 0, bit 1
679671, 0, 1
679796, 0, 0
679921, 0, 1
680046, 0, 0
680171, 0, 1
680296, 0, 0
680421, 0, 0
680546, 0, 1
680671, 0, 1
680796, 0, 0
680800, 1, prem 0
680803, 1, 0
680921, 0, 1
680925, 1, 0
681046, 0, 0
681050, 1, 0
681171, 0, 1
681175, 1, 0
681296, 0, 0
681300, 1, 0
681421, 0, bit 1
681421, 0, 1
681425, 1, 0
681546, 0, 0
681550, 1, 0
681671, 0, 1
681675, 1, 0
681796, 0, 0
681800, 1, 0
681921, 0, 1
681925, 1, 0
682046, 0, 0
682050, 1, 0
682171, 0, 0
682175, 1, 0
682296, 0, 1
682300, 1, 0
682421, 0, 1
682425, 1, 0
682546, 0, 0
682550, 1, 0
682671, 0, 1
682675, 1, 0
682796, 0, 0
682800, 1, 1
682921, 0, 1
682925, 1, 1
683046, 0, 0
683051, 1, 1
683171, 0, bit 0
683171, 0, 0
683176, 1, 1
683296, 0, 1
683301, 1, 1
683421, 0, 0
683426, 1, 1
683546, 0, 1
683551, 1, 1
683671, 0, 0
683676, 1, 1
683796, 0, 1
683801, 1, 1
683921, 0, 1
683926, 1, 1
684046, 0, 0
684051, 1, 1
684171, 0, 0
684176, 1, 1
684296, 0, 1
684301, 1, 1
684421, 0, 0
684426, 1, 1
684546, 0, 1
684551, 1, 1
684672, 0, 0
684676, 1, 1
684797, 0, 1
684801, 1, prem 0
684801, 1, 0
684922, 0, bit 1
684922, 0, 1
684926, 1, 0
685047, 0, 0
685056, 1, 0
685172, 0, 1
685181, 1, 0
685297, 0, 0
685306, 1, 0
685422, 0, 1
685431, 1, 0
685547, 0, 0
685556, 1, 0
685672, 0, 0
685681, 1, 0
685797, 0, 1
685806, 1, 0
685922, 0, 1
685931, 1, 0
686047, 0, 0
686056, 1, 0
686172, 0, 1
686181, 1, 0
686297, 0, 0
686306, 1, 0
686422, 0, 1
686431, 1, 0
686547, 0, 0
686556, 1, 0
686672, 0, bit 1
686672, 0, 1
686681, 1, 0
686797, 0, 0
686806, 1, 1
686922, 0, 1
686931, 1, 1
687047, 0, 0
687056, 1, 1
687172, 0, 1
687181, 1, 1
687297, 0, 0
687306, 1, 1
687422, 0, 0
687431, 1, 1
687547, 0, 1
687556, 1, 1
687672, 0, 1
687681, 1, 1
687797, 0, 0
687806, 1, 1
687922, 0, 1
687931, 1, 1
688047, 0, 0
688056, 1, 1
688172, 0, 1
688181, 1, 1
688297, 0, 0
688306, 1, 1
688422, 0, bit 1
688422, 0, 1
688431, 1, 1
688547, 0, 0
688556, 1, 1
688672, 0, 1
688681, 1, 1
688797, 0, 0
688806, 1, prem 1
688806, 1, 1
688922, 0, 1
688931, 1, 1
689047, 0, 0
689056, 1, 1
689172, 0, 0
689181, 1, 1
689297, 0, 1
689306, 1, 1
689422, 0, 1
689431, 1, 1
689547, 0, 0
689556, 1, 1
689672, 0, 1
689681, 1, 1
689797, 0, 0
689806, 1, 1
689922, 0, 1
689931, 1, 1
690048, 0, 0
690056, 1, 1
690173, 0, bit 0
690173, 0, 0
690181, 1, 1
690298, 0, 1
690306, 1, 1
690423, 0, 0
690432, 1, 1
690548, 0, 1
690557, 1, 1
690673, 0, 0
690682, 1, 1
690798, 0, 1
690807, 1, 0
690923, 0, 1
690932, 1, 0
691048, 0, 0
691057, 1, 0
691173, 0, 0
691182, 1, 0
691298, 0, 1
691307, 1, 0
691423, 0, 0
691432, 1, 0
691548, 0, 1
691557, 1, 0
691673, 0, 0
691682, 1, 0
691798, 0, 1
691807, 1, 0
691923, 0, bit 1
691923, 0, 1
691932, 1, 0
692048, 0, 0
692057, 1, 0
692173, 0, 1
692182, 1, 0
692298, 0, 0
692307, 1, 0
692423, 0, 1
692432, 1, 0
692548, 0, 0
692557, 1, 0
692673, 0, 0
692682, 1, 0
692798, 0, 1
692807, 1, prem 0
692807, 1, 0
692923, 0, 1
692932, 1, 0
693048, 0, 0
693057, 1, 0
693173, 0, 1
693182, 1, 0
693298, 0, 0
693307, 1, 0
693423, 0, 1
